"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"turkey-shrimp-v2.jpg","","https://lh3.googleusercontent.com/-2nnc33aIWZU/TzQIbvFD7dI/AAAAAAAAcvc/_pk-lqhHOpU0hc1za4QSKsTEpIYX-OUxgCLABGAYYCw/s0-d/turkey-shrimp-v2.jpg","","0","Feb 9, 2012, 5:54:54 PM UTC","Feb 5, 2019, 8:59:45 PM UTC","45.541666666666664","-122.96016666666667","45.541666666666664","-122.96016666666667","","","","","","","","","","","","","","","0","0"
