"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"2012-05-05 Sign Rally.jpg","","https://lh3.googleusercontent.com/-BSTtDmHF4Zc/T6hJxYINo8I/AAAAAAAAFy8/okswJs-C3g4lYa_Bt7UOdAUjMA_sW6LRQCLABGAYYCw/s0-d/2012-05-05%2BSign%2BRally.jpg","","0","May 7, 2012, 10:16:37 PM UTC","Mar 7, 2019, 3:26:33 AM UTC","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","0","0"
